,id_recibo,producto_id,pedido_id,cantidad,valor_unitario,valor_total,ciudad,costo_envio,codigo_estado,nombre_estado,vendedor_id,fecha_compra,total,producto,precio,marca,sku,condicion,tipo_producto,nombre_vendedor,año,mes
2850,2851,35682,125942,2,250,500,BR-CE,100.0,CE,Ceará,4,2019-07-10,500,Sandalia Birkin Brilhos,250,Schutz,917151.0,Usado,Sandalia,Millena Pereira,2019,7
2851,2852,38723,126793,2,80,160,BR-MA,32.0,MA,Maranhão,5,2019-07-10,160,Top Cropped Coqueiros,80,Forever 21,192101.0,Usado,Top,Paulo Calanca,2019,7
2852,2853,47682,127479,5,430,2150,BR-AL,430.0,AL,Alagoas,5,2019-07-10,2150,Vestido Malha Estampa,430,Forum,255197.0,Usado,Vestido,Paulo Calanca,2019,7
2853,2854,93262,127731,4,450,1800,BR-TO,360.0,TO,Tocantins,5,2019-07-10,1800,Sandalia Prata Pedraria,450,Thay Ribas,233379.0,Usado,Sandalia,Paulo Calanca,2019,7
2854,2855,29893,128499,5,420,2100,BR-AC,420.0,AC,Acre,3,2019-07-10,2100,Sandalia Plataforma Corda,420,Luiza Barcelos,123641.0,Usado,Sandalia,Nadia Oliveira,2019,7
2855,2856,17329,129529,2,590,1180,BR-RS,236.0,RS,Rio Grande do Sul,2,2019-07-10,1180,Blusa Renda Pb,590,Isolda,525179.0,Usado,Blusa,Daniel Siqueira,2019,7
2856,2857,95805,129774,5,100,500,BR-RJ,100.0,RJ,Rio de Janeiro,2,2019-07-10,500,Blusa Fio Correntes,100,Zara,188980.0,Usado,Blusa,Daniel Siqueira,2019,7
2857,2858,77079,131170,4,100,400,BR-MG,80.0,MG,Minas Gerais,3,2019-07-10,400,Saia Evase Cinza,100,Zara,260523.0,Usado,Saia,Nadia Oliveira,2019,7
2858,2859,39814,132568,2,390,780,BR-PE,156.0,PE,Pernambuco,1,2019-07-10,780,Blusinha Seda Off,390,Cori,218863.0,Usado,Blusinha,Ana Duarte,2019,7
2859,2860,70240,132651,3,290,870,BR-MA,174.0,MA,Maranhão,5,2019-07-10,870,Blusa Tricot Lilas,290,Ralph Lauren,322504.0,Usado,Blusa,Paulo Calanca,2019,7
2860,2861,68110,132898,4,790,3160,BR-PA,632.0,PA,Pará,1,2019-07-11,3160,Casaqueto Fio Mescla,790,Mixed,294836.0,Usado,Casaqueto,Ana Duarte,2019,7
2861,2862,36306,133234,3,390,1170,BR-MA,234.0,MA,Maranhão,4,2019-07-11,1170,Vestido Degrade Babados,390,Le Lis Blanc,128383.0,Usado,Vestido,Millena Pereira,2019,7
2862,2863,37384,133426,4,700,2800,BR-SC,560.0,SC,Santa Catarina,2,2019-07-11,2800,Jaqueta Veludo Bordada,700,Animale,141732.0,Usado,Jaqueta,Daniel Siqueira,2019,7
2863,2864,46573,133519,2,350,700,BR-GO,140.0,GO,Goiás,4,2019-07-11,700,Saia Amarela Faixa,350,Banana Republic,291820.0,Usado,Saia,Millena Pereira,2019,7
2864,2865,33348,134196,5,160,800,BR-PE,160.0,PE,Pernambuco,5,2019-07-11,800,Blusinha Mandala Tela,160,Oxyfit,257002.0,Nuevo con etiqueta,Blusinha,Paulo Calanca,2019,7
2865,2866,59337,134329,2,390,780,BR-GO,156.0,GO,Goiás,2,2019-07-11,780,Blusa Tricot Mescla,390,Levi's,295977.0,Usado,Blusa,Daniel Siqueira,2019,7
2866,2867,86302,134446,6,139,834,BR-TO,166.8,TO,Tocantins,5,2019-07-11,834,Body Estampa Coracoes,139,Carter’s,214670.0,Usado,Body,Paulo Calanca,2019,7
2867,2868,33976,134589,3,120,360,BR-MA,72.0,MA,Maranhão,5,2019-07-11,360,Camisa Xadrez Azul,120,Hollister,211116.0,Usado,Camisa,Paulo Calanca,2019,7
2868,2869,93262,135415,2,450,900,BR-PR,180.0,PR,Paraná,5,2019-07-11,900,Sandalia Prata Pedraria,450,Thay Ribas,233379.0,Usado,Sandalia,Paulo Calanca,2019,7
2869,2870,59784,135567,3,390,1170,BR-AL,234.0,AL,Alagoas,4,2019-07-11,1170,Calca Ziper Preto,390,Banana Republic,314958.0,Usado,Calca,Millena Pereira,2019,7
2870,2871,38723,136275,5,80,400,BR-RJ,80.0,RJ,Rio de Janeiro,2,2019-07-11,400,Top Cropped Coqueiros,80,Forever 21,192101.0,Usado,Top,Daniel Siqueira,2019,7
2871,2872,72667,137609,2,139,278,BR-AL,55.6,AL,Alagoas,1,2019-07-11,278,Saia Pregas Preta,139,Zara,205904.0,Usado,Saia,Ana Duarte,2019,7
2872,2873,8673,137740,2,490,980,BR-PE,196.0,PE,Pernambuco,5,2019-07-11,980,Clutch Preta Brilho,490,Marc By Marcjacobs,222028.0,Usado,Clutch,Paulo Calanca,2019,7
2873,2874,25562,138169,2,320,640,BR-TO,128.0,TO,Tocantins,5,2019-07-11,640,Calca Jeans Reta,320,Miss Sixty,263656.0,Usado,Calca,Paulo Calanca,2019,7
2874,2875,60010,560,6,90,540,BR-PE,108.0,PE,Pernambuco,2,2019-07-11,540,Vestido Estampa Azul,90,Forever 21,272238.0,Nuevo con etiqueta,Vestido,Daniel Siqueira,2019,7
2875,2876,43888,1149,5,190,950,BR-ES,190.0,ES,Espírito Santo,2,2019-07-11,950,Regata Renda Branca,190,Farm,257576.0,Usado,Regata,Daniel Siqueira,2019,7
2876,2877,57696,1746,4,410,1640,BR-PI,328.0,PI,Piauí,1,2019-07-11,1640,Vestido Estampa Verde,410,Farm,295337.0,Usado,Vestido,Ana Duarte,2019,7
2877,2878,22407,2765,4,200,800,BR-AM,160.0,AM,Amazonas,5,2019-07-11,800,Cropped Listras Florzinhas,200,Topshop,327426.0,Usado,Cropped,Paulo Calanca,2019,7
2878,2879,12751,2975,2,400,800,BR-SP,160.0,SP,São Paulo,5,2019-07-11,800,Bata Pink Decote,400,Loft 747,264713.0,Nuevo con etiqueta,Bata,Paulo Calanca,2019,7
2879,2880,56380,3096,6,179,1074,BR-RR,214.8,RR,Roraima,1,2019-07-11,1074,Calca Moletom Listras,179,Zara,218866.0,Usado,Calca,Ana Duarte,2019,7
2880,2881,7729,3920,6,360,2160,BR-MS,432.0,MS,Mato Grosso do Sul,5,2019-07-11,2160,Camisa Fio Animalprint,360,Bobô,302385.0,Usado,Camisa,Paulo Calanca,2019,7
2881,2882,12895,5168,3,2600,7800,BR-MT,1560.0,MT,Mato Grosso,4,2019-07-11,7800,Oculos Redondo Purple,2600,Prada,237288.0,Usado,Oculos,Millena Pereira,2019,7
2882,2883,100939,5931,3,310,930,BR-RJ,186.0,RJ,Rio de Janeiro,5,2019-07-11,930,Blusa Suede Caramelo,310,Dress&co,227144.0,Usado,Blusa,Paulo Calanca,2019,7
2883,2884,8673,6048,6,490,2940,BR-MT,588.0,MT,Mato Grosso,5,2019-07-11,2940,Clutch Preta Brilho,490,Marc By Marcjacobs,222028.0,Usado,Clutch,Paulo Calanca,2019,7
2884,2885,57696,7332,5,410,2050,BR-PB,410.0,PB,Paraíba,4,2019-07-11,2050,Vestido Estampa Verde,410,Farm,295337.0,Usado,Vestido,Millena Pereira,2019,7
2885,2886,98964,7701,6,280,1680,BR-BA,336.0,BA,Bahia,2,2019-07-11,1680,Saia Lurex Color,280,Colcci,111937.0,Usado,Saia,Daniel Siqueira,2019,7
2886,2887,15470,7765,4,590,2360,BR-PB,472.0,PB,Paraíba,3,2019-07-11,2360,Vestido Jeans Ombro,590,Mixed,292393.0,Usado,Vestido,Nadia Oliveira,2019,7
2887,2888,81822,7785,6,390,2340,BR-SE,468.0,SE,Sergipe,4,2019-07-11,2340,Vestido Verde Estampa,390,Animale,239208.0,Usado,Vestido,Millena Pereira,2019,7
2888,2889,6888,9180,5,350,1750,BR-GO,350.0,GO,Goiás,2,2019-07-11,1750,Sapato Python,350,Cori,952821.0,Usado,Sapato,Daniel Siqueira,2019,7
2889,2890,73038,9184,2,90,180,BR-TO,36.0,TO,Tocantins,5,2019-07-11,180,Blusa Veludo Flores,90,Isa Kulikovski,248238.0,Usado,Blusa,Paulo Calanca,2019,7
2890,2891,6381,9955,6,586,3516,BR-AM,703.2,AM,Amazonas,5,2019-07-11,3516,Camiseta Cindy Sky,586,Mixed,193567.0,Nuevo con etiqueta,Camiseta,Paulo Calanca,2019,7
2891,2892,74506,10516,2,420,840,BR-PB,168.0,PB,Paraíba,2,2019-07-12,840,Saia Tweed Mescla,420,Spezzato,238106.0,Usado,Saia,Daniel Siqueira,2019,7
2892,2893,36306,11082,2,390,780,BR-AP,156.0,AP,Amapá,5,2019-07-12,780,Vestido Degrade Babados,390,Le Lis Blanc,128383.0,Usado,Vestido,Paulo Calanca,2019,7
2893,2894,61071,11581,3,450,1350,BR-RO,270.0,RO,Rondônia,3,2019-07-12,1350,Macacao Malha Preto,450,Animale,308101.0,Usado,Macacao,Nadia Oliveira,2019,7
2894,2895,44207,12000,2,290,580,BR-AM,116.0,AM,Amazonas,3,2019-07-12,580,Calca Estampa Pb,290,Fyi,294021.0,Usado,Calca,Nadia Oliveira,2019,7
2895,2896,23575,12230,4,210,840,BR-PB,168.0,PB,Paraíba,1,2019-07-12,840,Camiseta Animal Print,210,284,283163.0,Usado,Camiseta,Ana Duarte,2019,7
2896,2897,80644,16376,6,990,5940,BR-PB,1188.0,PB,Paraíba,1,2019-07-12,5940,Bolsa Azul Candy,990,Lauren Ralph Lauren,289991.0,Usado,Bolsa,Ana Duarte,2019,7
2897,2898,45979,16900,3,280,840,BR-CE,168.0,CE,Ceará,2,2019-07-12,840,Vestido Longo Estampa,280,Farm,285174.0,Usado,Vestido,Daniel Siqueira,2019,7
2898,2899,86243,16912,1,350,350,BR-SE,70.0,SE,Sergipe,5,2019-07-12,350,Sapatilha P&B Zebra,350,Jorge Bischoff,909166.0,Nuevo sin etiqueta,Sapatilha,Paulo Calanca,2019,7
2899,2900,30211,16949,3,380,1140,BR-ES,228.0,ES,Espírito Santo,1,2019-07-12,1140,Vestido Branco Renda,380,Felini,940042.0,Nuevo con etiqueta,Vestido,Ana Duarte,2019,7
2900,2901,54794,17198,3,350,1050,BR-RN,210.0,RN,Rio Grande do Norte,1,2019-07-12,1050,Bermuda Jeans Lavagem,350,Seven,295449.0,Usado,Bermuda,Ana Duarte,2019,7
2901,2902,60010,17292,1,90,90,BR-CE,18.0,CE,Ceará,3,2019-07-12,90,Vestido Estampa Azul,90,Forever 21,272238.0,Nuevo con etiqueta,Vestido,Nadia Oliveira,2019,7
2902,2903,74864,17323,5,130,650,BR-MG,130.0,MG,Minas Gerais,5,2019-07-12,650,Vestido Jeans Babados,130,Zara,219248.0,Usado,Vestido,Paulo Calanca,2019,7
2903,2904,100481,17752,5,410,2050,BR-DF,410.0,DF,Distrito Federal,2,2019-07-12,2050,Bomber Tricot Off,410,Sacada,208772.0,Usado,Bomber,Daniel Siqueira,2019,7
2904,2905,29012,17848,2,525,1050,BR-DF,210.0,DF,Distrito Federal,2,2019-07-12,1050,Casaco Branco Costuras,525,Tigresse,257889.0,Usado,Casaco,Daniel Siqueira,2019,7
2905,2906,5995,18081,2,398,796,BR-TO,159.2,TO,Tocantins,5,2019-07-12,796,Calca Linho Ten,398,Mixed,216052.0,Nuevo con etiqueta,Calca,Paulo Calanca,2019,7
2906,2907,40082,18965,1,315,315,BR-TO,63.0,TO,Tocantins,3,2019-07-12,315,Vestido Malha Vitral,315,Forum,324684.0,Usado,Vestido,Nadia Oliveira,2019,7
2907,2908,22407,19258,3,200,600,BR-AP,120.0,AP,Amapá,3,2019-07-12,600,Cropped Listras Florzinhas,200,Topshop,327426.0,Usado,Cropped,Nadia Oliveira,2019,7
2908,2909,33348,20198,4,160,640,BR-BA,128.0,BA,Bahia,1,2019-07-12,640,Blusinha Mandala Tela,160,Oxyfit,257002.0,Nuevo con etiqueta,Blusinha,Ana Duarte,2019,7
2909,2910,36306,20295,5,390,1950,BR-SP,390.0,SP,São Paulo,5,2019-07-12,1950,Vestido Degrade Babados,390,Le Lis Blanc,128383.0,Usado,Vestido,Paulo Calanca,2019,7
2910,2911,43888,20950,3,190,570,BR-BA,114.0,BA,Bahia,5,2019-07-12,570,Regata Renda Branca,190,Farm,257576.0,Usado,Regata,Paulo Calanca,2019,7
2911,2912,83792,21131,4,390,1560,BR-TO,312.0,TO,Tocantins,1,2019-07-12,1560,Calca Costuras Bege,390,Agilità,313737.0,Usado,Calca,Ana Duarte,2019,7
2912,2913,57708,21306,2,990,1980,BR-MG,396.0,MG,Minas Gerais,3,2019-07-12,1980,Sapatilha Python Bege,990,Tory Burch,278531.0,Usado,Sapatilha,Nadia Oliveira,2019,7
2913,2914,84692,21431,1,499,499,BR-MG,99.8,MG,Minas Gerais,3,2019-07-12,499,Tenis Tecido Purple,499,Adidas,101494.0,Nuevo sin etiqueta,Tenis,Nadia Oliveira,2019,7
2914,2915,32126,23257,4,210,840,BR-DF,168.0,DF,Distrito Federal,5,2019-07-12,840,Saia Midi Cinto,210,Limone By Jade Seba,302628.0,Nuevo sin etiqueta,Saia,Paulo Calanca,2019,7
2915,2916,98964,23937,1,280,280,BR-MA,56.0,MA,Maranhão,3,2019-07-12,280,Saia Lurex Color,280,Colcci,111937.0,Usado,Saia,Nadia Oliveira,2019,7
2916,2917,3451,24053,6,250,1500,BR-MS,300.0,MS,Mato Grosso do Sul,5,2019-07-12,1500,Vestido Ombro So,250,Lemon Cola,295317.0,Usado,Vestido,Paulo Calanca,2019,7
2917,2918,9981,24281,6,4000,24000,BR-SC,4800.0,SC,Santa Catarina,3,2019-07-13,24000,Bolsa Coral Saco,4000,Givenchy,278612.0,Usado,Bolsa,Nadia Oliveira,2019,7
2918,2919,41518,25207,5,260,1300,BR-MT,260.0,MT,Mato Grosso,4,2019-07-13,1300,Calca Jeans Basica,260,Banana Republic,255410.0,Nuevo con etiqueta,Calca,Millena Pereira,2019,7
2919,2920,27546,26269,1,336,336,BR-PR,67.2,PR,Paraná,4,2019-07-13,336,Calca Veludo Cotele,336,Joe's,236203.0,Usado,Calca,Millena Pereira,2019,7
2920,2921,5292,26590,4,576,2304,BR-AL,460.8,AL,Alagoas,2,2019-07-13,2304,Saia Jeans Forest,576,Mixed,222683.0,Nuevo con etiqueta,Saia,Daniel Siqueira,2019,7
2921,2922,33349,26691,4,270,1080,BR-MG,216.0,MG,Minas Gerais,5,2019-07-13,1080,Vestido Listras Malha,270,Calvin Klein,307118.0,Usado,Vestido,Paulo Calanca,2019,7
2922,2923,13472,27120,3,450,1350,BR-RN,270.0,RN,Rio Grande do Norte,2,2019-07-13,1350,Peeptoe Preto Verniz,450,Jorge Bischoff,318875.0,Usado,Peeptoe,Daniel Siqueira,2019,7
2923,2924,50330,29017,3,210,630,BR-MA,126.0,MA,Maranhão,3,2019-07-13,630,Camisa Jeans Azul,210,Zara,250096.0,Usado,Camisa,Nadia Oliveira,2019,7
2924,2925,83792,30533,1,390,390,BR-DF,78.0,DF,Distrito Federal,3,2019-07-13,390,Calca Costuras Bege,390,Agilità,313737.0,Usado,Calca,Nadia Oliveira,2019,7
2925,2926,89100,30636,1,4200,4200,BR-SC,840.0,SC,Santa Catarina,2,2019-07-13,4200,Vestido Longo Preto,4200,Barbara Bela,104978.0,Usado,Vestido,Daniel Siqueira,2019,7
2926,2927,6888,30725,6,350,2100,BR-TO,420.0,TO,Tocantins,2,2019-07-13,2100,Sapato Python,350,Cori,952821.0,Usado,Sapato,Daniel Siqueira,2019,7
2927,2928,74864,31087,4,130,520,BR-PR,104.0,PR,Paraná,1,2019-07-13,520,Vestido Jeans Babados,130,Zara,219248.0,Usado,Vestido,Ana Duarte,2019,7
2928,2929,13716,31127,2,450,900,BR-SC,180.0,SC,Santa Catarina,5,2019-07-13,900,Vestido Longo Militar,450,Iorane,161326.0,Nuevo sin etiqueta,Vestido,Paulo Calanca,2019,7
2929,2930,51238,32298,5,410,2050,BR-BA,410.0,BA,Bahia,4,2019-07-13,2050,Mala Bolsos Preta,410,Gap,286008.0,Usado,Mala,Millena Pereira,2019,7
2930,2931,100939,33352,2,310,620,BR-AM,124.0,AM,Amazonas,1,2019-07-13,620,Blusa Suede Caramelo,310,Dress&co,227144.0,Usado,Blusa,Ana Duarte,2019,7
2931,2932,72621,33804,3,179,537,BR-CE,107.4,CE,Ceará,4,2019-07-13,537,Capa Fio Marrom,179,Zara,304783.0,Usado,Capa,Millena Pereira,2019,7
2932,2933,70240,33901,5,290,1450,BR-AM,290.0,AM,Amazonas,5,2019-07-13,1450,Blusa Tricot Lilas,290,Ralph Lauren,322504.0,Usado,Blusa,Paulo Calanca,2019,7
2933,2934,6262,34359,4,644,2576,BR-TO,515.2,TO,Tocantins,5,2019-07-13,2576,Camiseta Eternity,644,Mixed,247015.0,Nuevo con etiqueta,Camiseta,Paulo Calanca,2019,7
2934,2935,17329,35208,3,590,1770,BR-GO,354.0,GO,Goiás,5,2019-07-13,1770,Blusa Renda Pb,590,Isolda,525179.0,Usado,Blusa,Paulo Calanca,2019,7
2935,2936,56350,36497,4,245,980,BR-RO,196.0,RO,Rondônia,5,2019-07-13,980,Vestido Laranja Cavado,245,Steal The Look,315513.0,Usado,Vestido,Paulo Calanca,2019,7
2936,2937,14074,36680,4,450,1800,BR-MG,360.0,MG,Minas Gerais,4,2019-07-13,1800,Camisa Amarela Laco,450,Carol Bassi,309858.0,Usado,Camisa,Millena Pereira,2019,7
2937,2938,89100,38154,1,4200,4200,BR-SP,840.0,SP,São Paulo,5,2019-07-13,4200,Vestido Longo Preto,4200,Barbara Bela,104978.0,Usado,Vestido,Paulo Calanca,2019,7
2938,2939,20029,39893,3,294,882,BR-MA,176.4,MA,Maranhão,2,2019-07-13,882,Tenis Xadrez Tecido,294,Converse,121965.0,Usado,Tenis,Daniel Siqueira,2019,7
2939,2940,33976,39929,3,120,360,BR-SE,72.0,SE,Sergipe,5,2019-07-13,360,Camisa Xadrez Azul,120,Hollister,211116.0,Usado,Camisa,Paulo Calanca,2019,7
2940,2941,18751,40645,2,990,1980,BR-RJ,396.0,RJ,Rio de Janeiro,2,2019-07-13,1980,Vestido Couro Franjas,990,Spezzato,304187.0,Nuevo con etiqueta,Vestido,Daniel Siqueira,2019,7
2941,2942,11218,41108,4,250,1000,BR-PB,200.0,PB,Paraíba,3,2019-07-13,1000,Calca Alfaiataria Preta,250,Le Lis Blanc,952813.0,Usado,Calca,Nadia Oliveira,2019,7
2942,2943,87156,41666,4,160,640,BR-SE,128.0,SE,Sergipe,5,2019-07-13,640,Vestido Floral Laco,160,Sweet Cotton,263312.0,Usado,Vestido,Paulo Calanca,2019,7
2943,2944,19432,41737,4,190,760,BR-AM,152.0,AM,Amazonas,1,2019-07-14,760,Camisa Jeans Destroyed,190,Zara,255486.0,Usado,Camisa,Ana Duarte,2019,7
2944,2945,89100,41900,4,4200,16800,BR-PE,3360.0,PE,Pernambuco,2,2019-07-14,16800,Vestido Longo Preto,4200,Barbara Bela,104978.0,Usado,Vestido,Daniel Siqueira,2019,7
2945,2946,36306,43816,1,390,390,BR-PR,78.0,PR,Paraná,2,2019-07-14,390,Vestido Degrade Babados,390,Le Lis Blanc,128383.0,Usado,Vestido,Daniel Siqueira,2019,7
2946,2947,93262,44084,4,450,1800,BR-PR,360.0,PR,Paraná,5,2019-07-14,1800,Sandalia Prata Pedraria,450,Thay Ribas,233379.0,Usado,Sandalia,Paulo Calanca,2019,7
2947,2948,86243,45359,1,350,350,BR-AP,70.0,AP,Amapá,2,2019-07-14,350,Sapatilha P&B Zebra,350,Jorge Bischoff,909166.0,Nuevo sin etiqueta,Sapatilha,Daniel Siqueira,2019,7
2948,2949,5995,46285,3,398,1194,BR-SC,238.8,SC,Santa Catarina,2,2019-07-14,1194,Calca Linho Ten,398,Mixed,216052.0,Nuevo con etiqueta,Calca,Daniel Siqueira,2019,7
2949,2950,5995,46678,6,398,2388,BR-TO,477.6,TO,Tocantins,2,2019-07-14,2388,Calca Linho Ten,398,Mixed,216052.0,Nuevo con etiqueta,Calca,Daniel Siqueira,2019,7
2950,2951,17329,47739,5,590,2950,BR-MS,590.0,MS,Mato Grosso do Sul,5,2019-07-14,2950,Blusa Renda Pb,590,Isolda,525179.0,Usado,Blusa,Paulo Calanca,2019,7
2951,2952,3865,48161,6,6500,39000,BR-PR,7800.0,PR,Paraná,5,2019-07-14,39000,Bolsa Classica Roxa,6500,Christian Dior,165834.0,Usado,Bolsa,Paulo Calanca,2019,7
2952,2953,89334,48365,4,350,1400,BR-MG,280.0,MG,Minas Gerais,5,2019-07-14,1400,Pantacourt Amarracao Verde,350,Ateliê de Calças,220768.0,Nuevo con etiqueta,Pantacourt,Paulo Calanca,2019,7
2953,2954,7193,48721,5,320,1600,BR-RN,320.0,RN,Rio Grande do Norte,2,2019-07-14,1600,Saia Preta Babado,320,Mixed,185450.0,Usado,Saia,Daniel Siqueira,2019,7
2954,2955,22407,49212,5,200,1000,BR-RO,200.0,RO,Rondônia,1,2019-07-14,1000,Cropped Listras Florzinhas,200,Topshop,327426.0,Usado,Cropped,Ana Duarte,2019,7
2955,2956,36195,49308,6,110,660,BR-MA,132.0,MA,Maranhão,5,2019-07-14,660,Calca Jeans Off-white,110,Zara,142699.0,Usado,Calca,Paulo Calanca,2019,7
2956,2957,44207,49528,6,290,1740,BR-RR,348.0,RR,Roraima,4,2019-07-14,1740,Calca Estampa Pb,290,Fyi,294021.0,Usado,Calca,Millena Pereira,2019,7
2957,2958,35682,50492,6,250,1500,BR-PI,300.0,PI,Piauí,4,2019-07-14,1500,Sandalia Birkin Brilhos,250,Schutz,917151.0,Usado,Sandalia,Millena Pereira,2019,7
2958,2959,36195,51255,2,110,220,BR-MS,44.0,MS,Mato Grosso do Sul,5,2019-07-14,220,Calca Jeans Off-white,110,Zara,142699.0,Usado,Calca,Paulo Calanca,2019,7
2959,2960,98964,51662,1,280,280,BR-TO,56.0,TO,Tocantins,5,2019-07-14,280,Saia Lurex Color,280,Colcci,111937.0,Usado,Saia,Paulo Calanca,2019,7
2960,2961,56380,51698,1,179,179,BR-RR,35.8,RR,Roraima,3,2019-07-14,179,Calca Moletom Listras,179,Zara,218866.0,Usado,Calca,Nadia Oliveira,2019,7
2961,2962,61071,53066,3,450,1350,BR-MS,270.0,MS,Mato Grosso do Sul,2,2019-07-14,1350,Macacao Malha Preto,450,Animale,308101.0,Usado,Macacao,Daniel Siqueira,2019,7
2962,2963,40082,53662,3,315,945,BR-PB,189.0,PB,Paraíba,5,2019-07-14,945,Vestido Malha Vitral,315,Forum,324684.0,Usado,Vestido,Paulo Calanca,2019,7
2963,2964,57815,54049,2,100,200,BR-PR,40.0,PR,Paraná,4,2019-07-14,200,Camisa Jeans Classica,100,Hollister,164517.0,Usado,Camisa,Millena Pereira,2019,7
2964,2965,89334,54639,3,350,1050,BR-BA,210.0,BA,Bahia,3,2019-07-14,1050,Pantacourt Amarracao Verde,350,Ateliê de Calças,220768.0,Nuevo con etiqueta,Pantacourt,Nadia Oliveira,2019,7
2965,2966,87711,55426,1,140,140,BR-PI,28.0,PI,Piauí,2,2019-07-14,140,Conjunto Body Calca,140,Bazar Genial,179288.0,Usado,Conjunto,Daniel Siqueira,2019,7
2966,2967,21516,55491,2,320,640,BR-SE,128.0,SE,Sergipe,5,2019-07-14,640,Bolsa Vermelha Brilhos,320,Kipling,296103.0,Usado,Bolsa,Paulo Calanca,2019,7
2967,2968,19432,55776,2,190,380,BR-SC,76.0,SC,Santa Catarina,3,2019-07-14,380,Camisa Jeans Destroyed,190,Zara,255486.0,Usado,Camisa,Nadia Oliveira,2019,7
2968,2969,88368,57188,4,250,1000,BR-MA,200.0,MA,Maranhão,2,2019-07-14,1000,Blusa Malha Azul,250,Talie Nk,254726.0,Usado,Blusa,Daniel Siqueira,2019,7
2969,2970,17395,57244,2,1400,2800,BR-RR,560.0,RR,Roraima,5,2019-07-14,2800,Vestido Amarelo Laco,1400,Kate Spade,108831.0,Nuevo con etiqueta,Vestido,Paulo Calanca,2019,7
2970,2971,98964,57302,6,280,1680,BR-RS,336.0,RS,Rio Grande do Sul,4,2019-07-14,1680,Saia Lurex Color,280,Colcci,111937.0,Usado,Saia,Millena Pereira,2019,7
2971,2972,53941,57759,3,280,840,BR-DF,168.0,DF,Distrito Federal,5,2019-07-14,840,Cropped Escritas Pb,280,Linda de Morrer,917972.0,Usado,Cropped,Paulo Calanca,2019,7
2972,2973,77558,58161,2,790,1580,BR-RO,316.0,RO,Rondônia,3,2019-07-14,1580,Bota Veludo Azul,790,A.brand,142974.0,Nuevo sin etiqueta,Bota,Nadia Oliveira,2019,7
2973,2974,85154,58511,5,420,2100,BR-MT,420.0,MT,Mato Grosso,3,2019-07-14,2100,Vestido Ombro Pb,420,Dress&co,255995.0,Usado,Vestido,Nadia Oliveira,2019,7
2974,2975,20029,60469,6,294,1764,BR-MG,352.8,MG,Minas Gerais,1,2019-07-14,1764,Tenis Xadrez Tecido,294,Converse,121965.0,Usado,Tenis,Ana Duarte,2019,7
2975,2976,100460,63049,5,890,4450,BR-GO,890.0,GO,Goiás,5,2019-07-15,4450,Vestido Azul Franzido,890,Cris Barros,310953.0,Usado,Vestido,Paulo Calanca,2019,7
2976,2977,48483,64366,2,400,800,BR-SP,160.0,SP,São Paulo,5,2019-07-15,800,Vestido Polo Lilas,400,Ralph Lauren,303082.0,Usado,Vestido,Paulo Calanca,2019,7
2977,2978,12609,65173,3,320,960,BR-DF,192.0,DF,Distrito Federal,2,2019-07-15,960,Calca Jeans Lavagem,320,Armani Exchange,278260.0,Usado,Calca,Daniel Siqueira,2019,7
2978,2979,20029,67450,6,294,1764,BR-GO,352.8,GO,Goiás,3,2019-07-15,1764,Tenis Xadrez Tecido,294,Converse,121965.0,Usado,Tenis,Nadia Oliveira,2019,7
2979,2980,66539,68482,1,399,399,BR-ES,79.8,ES,Espírito Santo,5,2019-07-15,399,Shorts Bordado Branco,399,Shoulder,211444.0,Nuevo con etiqueta,Shorts,Paulo Calanca,2019,7
2980,2981,72667,68672,2,139,278,BR-ES,55.6,ES,Espírito Santo,4,2019-07-15,278,Saia Pregas Preta,139,Zara,205904.0,Usado,Saia,Millena Pereira,2019,7
2981,2982,75706,70008,2,100,200,BR-SP,40.0,SP,São Paulo,2,2019-07-15,200,Shorts Poa Pb,100,Forever 21,258661.0,Usado,Shorts,Daniel Siqueira,2019,7
2982,2983,83792,70457,2,390,780,BR-PR,156.0,PR,Paraná,5,2019-07-15,780,Calca Costuras Bege,390,Agilità,313737.0,Usado,Calca,Paulo Calanca,2019,7
2983,2984,53138,72515,5,690,3450,BR-RO,690.0,RO,Rondônia,3,2019-07-15,3450,Calca Jeans Trancada,690,Saad,224580.0,Nuevo con etiqueta,Calca,Nadia Oliveira,2019,7
2984,2985,47405,73419,2,310,620,BR-ES,124.0,ES,Espírito Santo,4,2019-07-15,620,Blusa Manga Estampa,310,Animale,294463.0,Usado,Blusa,Millena Pereira,2019,7
2985,2986,100481,74444,4,410,1640,BR-MS,328.0,MS,Mato Grosso do Sul,1,2019-07-15,1640,Bomber Tricot Off,410,Sacada,208772.0,Usado,Bomber,Ana Duarte,2019,7
2986,2987,4853,74854,3,100,300,BR-CE,60.0,CE,Ceará,1,2019-07-15,300,Vestido Off White Franjas,100,Animale,295417.0,Usado,Vestido,Ana Duarte,2019,7
2987,2988,39368,74971,6,279,1674,BR-SC,334.8,SC,Santa Catarina,3,2019-07-15,1674,Shorts Neoprene Pb,279,Animale,305188.0,Usado,Shorts,Nadia Oliveira,2019,7
2988,2989,80644,75180,1,990,990,BR-SP,198.0,SP,São Paulo,4,2019-07-15,990,Bolsa Azul Candy,990,Lauren Ralph Lauren,289991.0,Usado,Bolsa,Millena Pereira,2019,7
